Section 1 MH_78_0_V2																																																																																																												
	0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c		0.00E+00	0.00E+00	c																																																																																											
	9.45E-01	8.14E-01	a			9.44E-01	8.15E-01	a			8.21E-01	7.65E-01	a		8.01E-01	8.16E-01	a																																																																																											
	5.88E-03	-3.44E-02	b			6.04E-03	-3.61E-02	b			3.61E-02	-1.67E-02	b		2.95E-02	-5.00E-03	b																																																																																											
	0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c		0.00E+00	0.00E+00	c																																																																																											
	9.69E-01	8.53E-01	a			9.68E-01	8.54E-01	a			8.66E-01	8.06E-01	a		8.40E-01	8.52E-01	a																																																																																											
	3.33E-03	-2.59E-02	b			2.76E-03	-2.72E-02	b			2.89E-02	-8.58E-03	b		2.52E-02	-3.80E-04	b																																																																																											
	0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c		0.00E+00	0.00E+00	c																																																																																											
	9.86E-01	8.88E-01	a			9.86E-01	8.89E-01	a			9.09E-01	8.46E-01	a		8.79E-01	8.88E-01	a																																																																																											
	2.15E-03	-1.80E-02	b			1.08E-03	-1.90E-02	b			2.13E-02	-1.75E-03	b		2.06E-02	2.97E-03	b																																																																																											
	0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c		0.00E+00	0.00E+00	c																																																																																											
	9.96E-01	9.20E-01	a			9.96E-01	9.21E-01	a			9.48E-01	8.84E-01	a		9.17E-01	9.22E-01	a																																																																																											
	1.83E-03	-1.11E-02	b			4.90E-04	-1.20E-02	b			1.41E-02	2.72E-03	b		1.58E-02	4.32E-03	b																																																																																											
	0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c		0.00E+00	0.00E+00	c																																																																																											
	1.00E+00	9.47E-01	a			1.00E+00	9.48E-01	a			9.81E-01	9.20E-01	a		9.53E-01	9.55E-01	a																																																																																											
	1.82E-03	-5.72E-03	b			4.00E-04	-6.61E-03	b			7.29E-03	4.60E-03	b		1.09E-02	3.40E-03	b																																																																																											
	0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c			0.00E+00	0.00E+00	c		0.00E+00	0.00E+00	c																																																																																											
		9.70E-01	a				9.70E-01	a			1.00E+00	9.52E-01	a		9.84E-01	9.85E-01	a																																																																																											
		-1.90E-03	b				-2.93E-03	b			3.30E-03	3.65E-03	b		6.01E-03	6.30E-04	b																																																																																											
		0.00E+00	c				0.00E+00	c			0.00E+00	0.00E+00	c		0.00E+00	0.00E+00	c																																																																																											
		9.86E-01	a				9.86E-01	a				9.82E-01	a		1.00E+00	1.00E+00	a																																																																																											
		4.50E-04	b				-7.70E-04	b				4.80E-04	b		3.20E-03	-1.70E-03	b																																																																																											
		0.00E+00	c				0.00E+00	c				0.00E+00	c		0.00E+00	0.00E+00	c																																																																																											
		9.97E-01	a				9.97E-01	a				1.00E+00	a				a																																																																																											
		1.54E-03	b				1.80E-04	b				-2.70E-03	b				b																																																																																											
		0.00E+00	c				0.00E+00	c				0.00E+00	c				c																																																																																											
		1.00E+00	a				1.00E+00	a					a				a																																																																																											
		1.82E-03	b				4.00E-04	b					b				b																																																																																											
		0.00E+00	c				0.00E+00	c					c				c																																																																																											
